Binomial,species,Area,FID_2,TID,Group,Value,tempmean,tempstdev,precmean,precstdev,nppmean,nppstdev
Liopholidophis_oligolepis,Liopholidophis_oligolepis,9.996281,5775,R05708,snake,1,21.76006969,0.791477765,2068.916667,94.93371225,1.08553E+12,0
Liopholidophis_rhadinaea,Liopholidophis_rhadinaea,68792.83868,5776,R05709,snake,1,20.09506446,1.852392909,1654.208581,373.8589748,8.71564E+11,1.62521E+11
Liopholidophis_sexlineatus,Liopholidophis_sexlineatus,72187.67239,5777,R05710,snake,1,18.86639864,2.128104785,1432.303044,222.3374523,6.4535E+11,2.27772E+11
Liopholis_guthega,Liopholis_guthega,9458.233103,5779,R07807,lizard,1,9.69513823,1.992503327,1144.419794,285.2586601,6.78581E+11,27129717620
Liopholis_inornata,Liopholis_inornata,3174683.589,5780,R07808,lizard,1,21.14628034,2.180842476,254.546306,73.03617017,-7.29E+34,4.98E+36
Liopholis_kintorei,Liopholis_kintorei,1336754.061,5781,R07809,lizard,1,23.85335162,2.507692769,331.1505568,118.3509599,74180884014,24711863842
Liopholis_margaretae,Liopholis_margaretae,236157.4514,5782,R07810,lizard,1,20.38144683,1.846631101,270.9903024,65.35154966,77391693457,45590994208
Liopholis_modesta,Liopholis_modesta,259174.9275,5783,R07811,lizard,1,17.71748059,2.150383538,710.4994354,173.2067194,4.33481E+11,2.08715E+11
Liopholis_montana,Liopholis_montana,37342.7104,5784,R07812,lizard,1,10.34170024,1.824128678,1074.120878,303.5236764,6.5488E+11,58754580340
Liopholis_multiscutata,Liopholis_multiscutata,356646.2027,5785,R07813,lizard,1,16.96971479,1.040264323,362.6631029,99.93125345,-6.21E+35,1.45E+37
Liopholis_pulchra,Liopholis_pulchra,54768.82344,5786,R07814,lizard,1,15.72351598,0.818264749,774.3792812,233.8939592,5.06575E+11,1.34922E+11
Liopholis_slateri,Liopholis_slateri,103000.3923,5787,R07815,lizard,1,21.41941255,0.722542308,287.3055986,71.29554904,68812870869,6341638577
Liopholis_striata,Liopholis_striata,1791209.224,5788,R07816,lizard,1,23.28318992,2.431384523,297.7766532,75.32789063,69679158645,17026047875
Lioscincus_greeri,Lioscincus_greeri,67.509917,5790,R07818,lizard,1,23.22306554,0.274282264,1921.416667,76.70726798,6.44801E+11,45083284992
Lioscincus_maruia,Lioscincus_maruia,709.180769,5791,R07819,lizard,1,21.09906833,1.541039326,1968.858427,415.8343801,9.17212E+11,1.01546E+11
Lioscincus_nigrofasciolatum,Lioscincus_nigrofasciolatum,18804.3138,5792,R07820,lizard,1,21.99857413,1.363492169,1798.238224,356.7269308,7.90128E+11,2.69668E+11
Lioscincus_novaecaledoniae,Lioscincus_novaecaledoniae,11561.36042,5793,R07821,lizard,1,22.1321931,1.275838975,1847.824736,327.6405266,8.85306E+11,1.39331E+11
Lioscincus_steindachneri,Lioscincus_steindachneri,1246.66221,5794,R07822,lizard,1,20.97005425,1.239750967,2141.305609,394.6296807,-1.16E+37,1.05E+38
Lioscincus_tillieri,Lioscincus_tillieri,3124.516635,5795,R07823,lizard,1,21.15242741,1.439322535,1878.447622,454.1498778,6.23013E+11,3.38318E+11
Lioscincus_vivae,Lioscincus_vivae,100.796726,5796,R07824,lizard,1,21.24889109,1.133855381,2043.193548,295.8518776,9.24393E+11,1.57548E+11
Liotyphlops_albirostris,Liotyphlops_albirostris,153994.6548,5797,R00754,snake,1,24.89966252,4.844893581,2094.144359,680.588884,6.79441E+11,2.06716E+11
Liotyphlops_anops,Liotyphlops_anops,22213.5732,5798,R00755,snake,1,20.88808649,5.824293931,2470.587125,807.2497818,5.93315E+11,1.7103E+11
Liotyphlops_argaleus,Liotyphlops_argaleus,9.996281,5799,R00756,snake,1,16.34236113,1.109159187,1743.583333,89.3060826,4.02677E+11,0
Liotyphlops_beui,Liotyphlops_beui,2107835.152,5800,R00757,snake,1,22.03272342,2.145894967,1469.344446,216.1384307,7.04834E+11,1.352E+11
Liotyphlops_caissara,Liotyphlops_caissara,11281.77109,5801,R00758,snake,1,18.73362519,1.772779757,1791.672562,462.6672535,7.31774E+11,2.73966E+11
Liotyphlops_haadi,Liotyphlops_haadi,19.992561,5802,R00759,snake,1,26.73616653,0.302188092,2327.84,218.7511243,9.81566E+11,2455613128
Liotyphlops_schubarti,Liotyphlops_schubarti,50631.39248,5803,R00760,snake,1,20.60515913,1.03715161,1435.183385,105.8437339,7.2189E+11,69094348322
Liotyphlops_ternetzii,Liotyphlops_ternetzii,4421838.723,5804,R00761,snake,1,23.58214931,2.406173568,1496.580394,387.9564351,7.43894E+11,1.76726E+11
Liotyphlops_trefauti,Liotyphlops_trefauti,92081.41054,5805,R00762,snake,1,23.6148546,1.205700203,1235.44889,417.2574238,6.27314E+11,2.7798E+11
Liotyphlops_wilderi,Liotyphlops_wilderi,58367.76436,5806,R00763,snake,1,19.31593478,1.509546346,1484.846731,129.9180228,7.85921E+11,1.0711E+11
Lipinia_albodorsalis,Lipinia_albodorsalis,9.996281,5807,R07825,lizard,1,26.49743594,0.047042166,2050.923077,16.99982596,1.00638E+12,0.00012207
Lipinia_auriculata,Lipinia_auriculata,40725.41677,5808,R07826,lizard,1,26.1968118,1.662657797,2601.77471,752.7418543,5.64658E+11,3.11577E+11
Lipinia_cheesmanae,Lipinia_cheesmanae,48887.33642,5809,R07827,lizard,1,25.94929857,0.896575403,2671.443756,357.8064761,9.90516E+11,16148839616
Lipinia_inexpectata,Lipinia_inexpectata,5715.137815,5810,R07828,lizard,1,26.44866655,0.534995681,2401.725587,249.6652221,1.05521E+12,16916667983
Lipinia_infralineolata,Lipinia_infralineolata,115504.0311,5811,R07829,lizard,1,24.23224658,3.008960907,2301.485137,344.8331891,8.38966E+11,2.9174E+11
Lipinia_leptosoma,Lipinia_leptosoma,648.350059,5812,R07830,lizard,1,26.1375559,0.217960978,3440.06264,80.10044374,-4.02E+36,1.68E+38
Lipinia_longiceps,Lipinia_longiceps,23328.16433,5813,R07831,lizard,1,25.07174835,1.606872282,2845.468367,448.5781832,6.86828E+11,3.7182E+11
Lipinia_macrotympanum,Lipinia_macrotympanum,1733.877416,5814,R07832,lizard,1,26.77079405,0.471626763,2626.183685,89.60989632,69996072960,18747392
Lipinia_miangensis,Lipinia_miangensis,16.450497,5815,R07833,lizard,1,27.60729122,0.02981062,1637.75,2.384848004,-3.27E+38,1.47E+38
Lipinia_nitens,Lipinia_nitens,2276.973897,5816,R07834,lizard,1,26.73347876,0.506754091,3459.528904,285.2253888,9.00904E+11,1.09151E+11
Lipinia_nototaenia,Lipinia_nototaenia,59771.89381,5818,R07836,lizard,1,26.85108083,0.179829536,4090.484796,499.8605645,9.88816E+11,6246861945
Lipinia_occidentalis,Lipinia_occidentalis,3222.135259,5819,R07837,lizard,1,25.87702701,1.332853367,3208.293322,137.8488563,8.11583E+11,3.70914E+11
Lipinia_pulchella,Lipinia_pulchella,188083.0439,5820,R07838,lizard,1,25.59604601,2.068779992,2642.974228,595.6847081,-1.39E+36,2.17E+37
Lipinia_pulchra,Lipinia_pulchra,72934.89487,5821,R07839,lizard,1,26.02836064,0.825898454,2642.592898,452.2607956,9.22548E+11,1.95742E+11
Lipinia_quadrivittata,Lipinia_quadrivittata,22008.7072,5822,R07840,lizard,1,25.86676178,1.756559268,2259.300155,450.5964311,5.23323E+11,3.09855E+11
Lipinia_rabori,Lipinia_rabori,5467.229146,5823,R07841,lizard,1,26.35606389,1.311620433,2299.548077,265.6185332,5.01719E+11,2.17112E+11
Lipinia_relicta,Lipinia_relicta,35798.04277,5824,R07842,lizard,1,24.21540388,2.505456834,3096.759933,267.109926,6.00759E+11,2.58362E+11
Lipinia_rouxi,Lipinia_rouxi,7019.825282,5825,R07843,lizard,1,24.32219984,2.017279633,2738.849045,302.910452,5.1425E+11,3.86727E+11
Lipinia_sekayuensis,Lipinia_sekayuensis,9.996281,5826,R07844,lizard,1,25.86410258,0.485212568,3312.230769,35.0914275,9.1639E+11,0
Lipinia_semperi,Lipinia_semperi,273.65578,5827,R07845,lizard,1,25.86426851,1.228604136,2460.041801,330.3331576,1.422E+11,5.58904E+11
Lipinia_septentrionalis,Lipinia_septentrionalis,67872.79394,5828,R07846,lizard,1,26.00738432,0.964008872,2409.790325,253.6034227,9.75115E+11,52439646395
Lipinia_subvittata,Lipinia_subvittata,39134.44228,5829,R07847,lizard,1,25.86954659,1.814022453,2520.972211,325.6850791,-6.67E+36,4.72E+37
Lipinia_surda,Lipinia_surda,9996.627775,5830,R07848,lizard,1,26.08058549,1.096386574,2346.030316,313.6233401,8.77384E+11,1.72416E+11
Lipinia_venemai,Lipinia_venemai,468.652855,5831,R07849,lizard,1,25.99581026,0.297137864,3528.296501,39.66808105,1.03842E+12,9072779058
Lipinia_vittigera,Lipinia_vittigera,843084.9449,5832,R07850,lizard,1,25.9576258,1.765260486,1687.705406,617.0115948,-3.00E+35,1.01E+37
Lipinia_vulcania,Lipinia_vulcania,31571.60986,5833,R07851,lizard,1,26.42530155,1.021142275,2587.395408,426.9059842,-8.10E+36,5.19E+37
Lipinia_zamboangensis,Lipinia_zamboangensis,81.46429,5834,R07852,lizard,1,20.10842195,1.003526251,2826.542553,36.91758069,8.76253E+11,1.891E+11
Lissemys_ceylonensis,Lissemys_ceylonensis,66533.00304,5835,R10228,turtle,1,26.65831836,1.875842771,1884.762611,780.123925,6.09137E+11,1.873E+11
Lissolepis_coventryi,Lissolepis_coventryi,162442.6897,5838,R07853,lizard,1,13.3410437,1.469458533,768.744851,246.7739667,-1.27E+36,2.08E+37
Lissolepis_luctuosa,Lissolepis_luctuosa,63409.66377,5839,R07854,lizard,1,15.97594057,1.017424814,767.2896689,221.1051175,4.96256E+11,1.30948E+11
Lobulia_alpina,Lobulia_alpina,443.418666,5840,R07855,lizard,1,12.11073595,3.240317192,2757.494253,122.0334142,1.6144E+11,3.35172E+11
Lobulia_brongersmai,Lobulia_brongersmai,3296.870463,5841,R07856,lizard,1,21.25814977,1.544162406,2838.647318,236.7666269,6.40723E+11,2.04725E+11
Lobulia_elegans,Lobulia_elegans,92797.23181,5842,R07857,lizard,1,17.35828098,2.966244366,2867.841326,623.8879939,5.40744E+11,2.5254E+11
Lobulia_glacialis,Lobulia_glacialis,570.437203,5843,R07858,lizard,1,7.119902552,1.272849468,3502.827586,61.16425611,1.51607E+11,1.11889E+11
Lobulia_stellaris,Lobulia_stellaris,228.704847,5844,R07859,lizard,1,10.8087912,0.986406095,5033.197802,209.1451581,2.59791E+11,83670702423
Lobulia_subalpina,Lobulia_subalpina,3800.390775,5845,R07860,lizard,1,12.85245273,1.941987402,2674.701669,71.4328935,3.8499E+11,1.78531E+11
Lophocalotes_ludekingi,Lophocalotes_ludekingi,7360.095494,5846,R00340,lizard,1,21.9003015,2.57662591,2268.353537,128.556443,5.83298E+11,1.31023E+11
Lophognathus_burnsi,Lophognathus_burnsi,636119.0418,5847,R00341,lizard,1,21.71018733,1.471624429,361.4459469,125.4229401,1.04376E+11,70601062362
Lophognathus_gilberti,Lophognathus_gilberti,3430023.831,5848,R00342,lizard,1,24.5194557,2.471528629,550.6597477,304.8529548,-7.10E+34,4.91E+36
Lophognathus_longirostris,Lophognathus_longirostris,3167645.071,5849,R00343,lizard,1,23.8557455,2.264866607,318.7983584,127.0221132,76011642241,29246552316
Lophognathus_maculilabris,Lophognathus_maculilabris,28597.58905,5850,R00344,lizard,1,24.44903431,1.91308058,1521.82545,279.5926504,4.99968E+11,2.5777E+11
Lophognathus_temporalis,Lophognathus_temporalis,448323.1489,5851,R00345,lizard,1,27.10710051,0.52308584,1282.073563,568.1889199,-5.65E+35,1.39E+37
Loveridgea_ionidesii,Loveridgea_ionidesii,93389.77472,5852,R00636,worm lizard,1,24.08814611,1.464629129,1025.635278,111.7711687,6.12667E+11,1.15478E+11
Loveridgea_phylofiniens,Loveridgea_phylofiniens,9.996281,5853,R00637,worm lizard,1,22.82159146,0.263510163,1092.090909,19.90182516,5.62559E+11,0
Loveridgelaps_elapoides,Loveridgelaps_elapoides,34867.21069,5854,R03549,snake,1,25.6681063,1.271034939,3251.916323,341.7767197,5.55319E+11,4.14374E+11
Loxocemus_bicolor,Loxocemus_bicolor,114793.9925,5855,R06352,snake,1,25.4403858,2.376342899,1567.249517,451.0158676,-4.54E+36,3.90E+37
Lucasium_alboguttatum,Lucasium_alboguttatum,92131.39269,5856,R02499,lizard,1,19.7279982,1.585240129,445.5474444,174.4747239,2.60904E+11,1.14337E+11
Lucasium_bungabinna,Lucasium_bungabinna,515420.3763,5857,R02500,lizard,1,19.37815345,0.978851333,220.4483847,40.12828415,78560493813,33709214582
Lucasium_byrnei,Lucasium_byrnei,872237.8048,5858,R02501,lizard,1,20.57039035,2.036803213,226.4814548,105.9082782,76805839939,76724109356
Lucasium_damaeum,Lucasium_damaeum,1893744.612,5859,R02502,lizard,1,20.37986297,1.78752334,251.5518068,90.08556214,-1.21E+35,6.41E+36
Lucasium_immaculatum,Lucasium_immaculatum,691159.4962,5860,R02503,lizard,1,23.98511906,1.087701509,290.9630411,100.092874,65453347215,25139107193
Lucasium_maini,Lucasium_maini,441331.021,5861,R02504,lizard,1,18.18647281,1.144921707,280.5977054,63.56017399,1.32195E+11,59528805619
Lucasium_occultum,Lucasium_occultum,9913.264549,5862,R02505,lizard,1,27.58850897,0.270330721,1526.141785,55.25856644,4.13276E+11,31833890513
Lucasium_squarrosum,Lucasium_squarrosum,1066078.736,5863,R02506,lizard,1,23.40286152,2.205179222,272.3231903,51.23095811,76341493261,34684592611
Lucasium_steindachneri,Lucasium_steindachneri,1905656.491,5864,R02507,lizard,1,21.85990371,2.464745036,517.8791757,328.9182508,1.88691E+11,1.56356E+11
Lucasium_stenodactylum,Lucasium_stenodactylum,4053448.723,5865,R02508,lizard,1,24.13088067,2.481225026,403.0232337,277.9435949,-5.95E+34,4.50E+36
Lucasium_wombeyi,Lucasium_wombeyi,18215.6875,5866,R02509,lizard,1,24.87088276,0.649391606,358.1196384,32.57589437,98265474335,9458719935
Luperosaurus_angliit,Luperosaurus_angliit,3243.384909,5867,R04506,lizard,1,25.90316474,1.14350059,2520.204353,380.4148369,8.9317E+11,18547212288
Luperosaurus_brooksii,Luperosaurus_brooksii,19.992561,5868,R04507,lizard,1,24.50515883,0.359875472,3055.095238,143.6496746,7.51556E+11,1.04207E+11
Luperosaurus_browni,Luperosaurus_browni,355730.0194,5869,R04508,lizard,1,26.33149435,1.091004369,3092.97497,528.8925519,-7.33E+35,1.58E+37
Luperosaurus_corfieldi,Luperosaurus_corfieldi,144.190945,5870,R04509,lizard,1,25.48083823,1.034567588,3423.616279,629.5711658,5.82824E+11,4.29318E+11
Luperosaurus_cumingii,Luperosaurus_cumingii,107338.8831,5871,R04510,lizard,1,25.26765015,2.342286475,2489.278414,473.5652296,6.06752E+11,2.72479E+11
Luperosaurus_gulat,Luperosaurus_gulat,11702.52257,5872,R04511,lizard,1,26.32582074,1.301634464,1851.406431,249.8050587,6.52553E+11,4.03614E+11
Luperosaurus_iskandari,Luperosaurus_iskandari,2099.613837,5873,R04512,lizard,1,26.17372775,1.440543368,1423.50021,158.5131239,5.86299E+11,5.10138E+11
Luperosaurus_joloensis,Luperosaurus_joloensis,949.499817,5874,R04513,lizard,1,26.56073674,0.464667163,1875.856739,42.86350588,74355441045,500534296
Luperosaurus_kubli,Luperosaurus_kubli,1646.38883,5875,R04514,lizard,1,23.24903328,1.513684338,2618.707096,216.0817632,9.12536E+11,8708978312
Luperosaurus_macgregori,Luperosaurus_macgregori,274.916133,5876,R04515,lizard,1,25.09627063,0.797369134,2880.058642,184.834543,-6.81E+37,1.85E+38
Luperosaurus_palawanensis,Luperosaurus_palawanensis,1652.822438,5877,R04516,lizard,1,25.07738854,1.42258436,1713.421133,99.15439712,7.31411E+11,3.8479E+11
Luperosaurus_sorok,Luperosaurus_sorok,19.992561,5878,R04517,lizard,1,24.72833328,0.476531207,1790.12,80.16997942,1.04422E+12,3403582058
Luperosaurus_yasumai,Luperosaurus_yasumai,9.996281,5879,R04518,lizard,1,27.71423626,0.042947838,2289.75,4.968651729,72447778816,0
Lycodon_alcalai,Lycodon_alcalai,101.307609,5880,R01481,snake,1,24.92577682,0.711912032,2737.677966,132.5062123,-4.19E+37,2.13E+38
Lycodon_aulicus,Lycodon_aulicus,4435686.308,5881,R01482,snake,1,24.29048809,4.871054023,1181.824075,888.2358721,-2.70E+35,9.58E+36
Lycodon_bibonius,Lycodon_bibonius,229.987275,5882,R01483,snake,1,24.86387414,0.820187533,2873.943262,206.5340723,-1.28E+37,2.32E+38
Lycodon_butleri,Lycodon_butleri,5699.572967,5883,R01484,snake,1,24.05477929,2.747093008,2738.19997,449.6377849,8.1054E+11,1.34816E+11
Lycodon_capucinus,Lycodon_capucinus,4477075.775,5884,R01485,snake,1,24.30585171,3.065925419,2118.59872,791.4991456,-3.96E+35,1.16E+37
Lycodon_cardamomensis,Lycodon_cardamomensis,17272.35189,5885,R01486,snake,1,26.22966581,1.41466213,2246.811141,542.8346104,6.44582E+11,1.0123E+11
Lycodon_carinatus,Lycodon_carinatus,8563.678193,5886,R01487,snake,1,24.50954122,2.60405961,3364.066647,720.2988289,6.63049E+11,58521295015
Lycodon_cavernicolus,Lycodon_cavernicolus,9.996281,5887,R01488,snake,1,25.94166653,0.264236626,1957.692308,14.76682673,7.39802E+11,0
Lycodon_chrysoprateros,Lycodon_chrysoprateros,405.62523,5888,R01489,snake,1,25.32949116,0.647796816,2829.854508,159.7368781,-4.11E+37,2.14E+38
Lycodon_davidi,Lycodon_davidi,9.996281,5889,R01490,snake,1,20.81730769,0.421167545,1753,120.3111351,6.97047E+11,0
Lycodon_dumerilii,Lycodon_dumerilii,113666.3844,5890,R01491,snake,1,25.66059917,1.74498473,2691.005578,658.2321526,-2.27E+36,2.77E+37
Lycodon_effraenis,Lycodon_effraenis,1308650.596,5891,R01492,snake,1,25.65147741,2.09401872,2850.776974,552.9170144,-7.95E+35,1.64E+37
Lycodon_fasciatus,Lycodon_fasciatus,3672291.657,5892,R01493,snake,1,18.80169123,5.352579772,1586.531415,645.5784122,-6.47E+34,4.69E+36
Lycodon_fausti,Lycodon_fausti,417.356873,5893,R01494,snake,1,26.40306791,0.845127695,3817.529412,211.8326716,6.08694E+11,4.58487E+11
Lycodon_ferroni,Lycodon_ferroni,9.996281,5894,R01495,snake,1,25.27569437,0.085760314,3133.75,12.83306277,9.15678E+11,87275591126
Lycodon_flavicollis,Lycodon_flavicollis,9.996281,5895,R01496,snake,1,23.7944444,0.226118125,1333.166667,37.60946985,3.49251E+11,0
Lycodon_flavomaculatus,Lycodon_flavomaculatus,75728.13955,5896,R01497,snake,1,25.36243849,1.123705972,791.5831694,445.7438248,1.73253E+11,47519954325
Lycodon_flavozonatus,Lycodon_flavozonatus,1067439.618,5897,R01498,snake,1,18.59618769,2.472838721,1570.06937,182.0969445,3.19149E+11,88302694443
Lycodon_futsingensis,Lycodon_futsingensis,301938.7975,5898,R01499,snake,1,20.87586999,1.779925773,1663.419347,220.4697249,3.71481E+11,1.06353E+11
Lycodon_gammiei,Lycodon_gammiei,9.996281,5899,R01500,snake,1,16.63923597,0.992031858,2891.916667,83.19801513,5.47107E+11,68982304583
Lycodon_gongshan,Lycodon_gongshan,1563.81194,5900,R01501,snake,1,10.78351911,5.98372378,1141.536012,248.0976179,3.45347E+11,73361285120
Lycodon_hypsirhinoides,Lycodon_hypsirhinoides,5990.331966,5901,R01502,snake,1,26.6171072,0.323279392,2800.257805,232.0308456,4.88347E+11,3.05943E+11
Lycodon_jara,Lycodon_jara,922701.1313,5902,R01503,snake,1,20.32734554,7.391834592,1947.214458,816.0008819,4.18914E+11,1.91665E+11
Lycodon_kundui,Lycodon_kundui,477.359011,5903,R01504,snake,1,26.60183361,0.281115887,2592.532534,78.94381327,4.36472E+11,97456290765
Lycodon_laoensis,Lycodon_laoensis,1737069.686,5904,R01505,snake,1,22.37208461,5.363662864,1540.938902,516.8757618,5.28291E+11,1.81845E+11
Lycodon_liuchengchaoi,Lycodon_liuchengchaoi,19.992561,5905,R01506,snake,1,11.03132728,1.369213602,838.0740741,97.84111305,2.88537E+11,98704508885
Lycodon_mackinnoni,Lycodon_mackinnoni,9.996281,5906,R01507,snake,1,17.60833327,0.907627363,2205.916667,52.72326863,3.83713E+11,0
Lycodon_meridionale,Lycodon_meridionale,165213.5665,5907,R01508,snake,1,20.12720021,2.290119301,1571.52349,209.1944368,5.66995E+11,1.25292E+11
Lycodon_muelleri,Lycodon_muelleri,115348.8047,5908,R01509,snake,1,25.27171181,2.351382088,2500.772984,462.3286716,6.18162E+11,2.68173E+11
Lycodon_multifasciatus,Lycodon_multifasciatus,701.728048,5909,R01510,snake,1,23.15106813,0.516672109,2225.1052,115.8497956,-3.67E+37,1.69E+38
Lycodon_multizonatus,Lycodon_multizonatus,49755.59588,5910,R01511,snake,1,8.009227711,3.717712994,701.1973602,117.7294405,2.46056E+11,76875016860
Lycodon_odishii,Lycodon_odishii,341.465744,5911,R01512,snake,1,26.94258276,0.08974826,1259.853428,39.44733187,-4.45E+37,1.53E+38
Lycodon_ophiophagus,Lycodon_ophiophagus,9661.696106,5912,R01513,snake,1,26.13514082,0.897708504,2891.35221,344.9734252,8.67731E+11,85059460447
Lycodon_orientalis,Lycodon_orientalis,292481.4183,5913,R01514,snake,1,11.95630863,3.001891764,1754.213461,391.927522,-7.38E+35,1.58E+37
Lycodon_osmanhilli,Lycodon_osmanhilli,63331.48074,5914,R01515,snake,1,26.92762995,1.252341934,1856.011309,772.502114,6.11918E+11,1.82477E+11
Lycodon_paucifasciatus,Lycodon_paucifasciatus,9218.712147,5915,R01516,snake,1,24.39435425,1.133838364,2267.602254,127.5912049,5.40876E+11,1.74861E+11
Lycodon_rosozonatus,Lycodon_rosozonatus,18645.43531,5916,R01517,snake,1,23.41037208,1.23957345,1664.671829,307.9141916,5.99461E+11,1.3191E+11
Lycodon_rufozonatus,Lycodon_rufozonatus,4676173.902,5917,R01518,snake,1,11.17202299,6.93952152,1061.198995,456.7142675,-2.29E+35,8.82E+36
Lycodon_ruhstrati,Lycodon_ruhstrati,1642079.665,5918,R01519,snake,1,17.50475809,3.093635795,1460.001136,336.6256043,3.07853E+11,94409369462
Lycodon_semicarinatus,Lycodon_semicarinatus,2630.540085,5919,R01520,snake,1,21.83851001,0.808052966,2275.054365,203.0648386,51552649216,5294554768
Lycodon_septentrionalis,Lycodon_septentrionalis,1604599.403,5920,R01521,snake,1,21.52244262,4.210044179,1785.682888,784.5609758,5.38926E+11,1.60599E+11
Lycodon_solivagus,Lycodon_solivagus,193.144738,5921,R01522,snake,1,26.1653068,0.729022562,1820.410042,350.6111569,8.37402E+11,14495121408
Lycodon_stormi,Lycodon_stormi,28685.38948,5922,R01523,snake,1,24.21180248,2.563246778,1977.773055,202.9570002,9.65035E+11,2.10609E+11
Lycodon_subcinctus,Lycodon_subcinctus,4334070.446,5924,R01525,snake,1,22.60780494,4.78461207,1958.290102,809.4689185,-2.31E+35,8.86E+36
Lycodon_synaptor,Lycodon_synaptor,767.858426,5925,R01526,snake,1,13.77051635,3.974072837,866.7537538,96.25551697,2.72012E+11,45685210468
Lycodon_tessellatus,Lycodon_tessellatus,95.008475,5926,R01527,snake,1,27.6822198,0.194750043,2315.801724,116.6827573,3.04957E+11,1.76257E+11
Lycodon_tiwarii,Lycodon_tiwarii,6.192632,5927,R01528,snake,1,27.06190463,0.017024061,2798.714286,9.098104759,6.61847E+11,0
Lycodon_travancoricus,Lycodon_travancoricus,274929.1677,5928,R01529,snake,1,24.97390795,1.884784811,1569.940443,926.3361092,3.26106E+11,1.17701E+11
Lycodon_zawi,Lycodon_zawi,158832.2521,5929,R01530,snake,1,21.80004985,2.789860393,2616.206292,988.672606,5.8038E+11,1.39318E+11
Lycodon_zoosvictoriae,Lycodon_zoosvictoriae,9.996281,5930,R01531,snake,1,20.95606076,0.586803349,2255.454545,53.5067772,6.54697E+11,1.09292E+11
Lycodonomorphus_bicolor,Lycodonomorphus_bicolor,82461.73677,5931,R05712,snake,1,22.89099374,2.930473374,1082.221553,191.1107256,-3.71E+37,1.06E+38
Lycodonomorphus_inornatus,Lycodonomorphus_inornatus,235030.4516,5932,R05713,snake,1,17.48370755,2.328506868,711.9851702,201.1364351,4.16479E+11,1.60946E+11
Lycodonomorphus_laevissimus,Lycodonomorphus_laevissimus,180089.0675,5933,R05714,snake,1,16.16000661,2.67561465,793.902755,146.4715576,-1.28E+36,2.09E+37
Lycodonomorphus_leleupi,Lycodonomorphus_leleupi,73966.17977,5934,R05715,snake,1,21.26381546,1.194138949,1193.957606,80.58560358,6.61821E+11,83944210551
Lycodonomorphus_obscuriventris,Lycodonomorphus_obscuriventris,149046.1017,5935,R05716,snake,1,23.48705323,1.537262635,899.2184874,263.0763084,5.9164E+11,1.83221E+11
Lycodonomorphus_rufulus,Lycodonomorphus_rufulus,885840.8144,5936,R05717,snake,1,17.38308383,2.722726415,669.6883642,202.2292176,-5.26E+35,1.34E+37
Lycodonomorphus_subtaeniatus,Lycodonomorphus_subtaeniatus,995113.2423,5937,R05718,snake,1,23.57612946,1.20877014,1436.466483,173.1526297,7.07727E+11,1.23544E+11
Lycodonomorphus_whytii,Lycodonomorphus_whytii,292722.5832,5938,R05719,snake,1,21.80007118,2.342589862,1071.376905,272.1268128,6.0536E+11,1.29464E+11
Lycodryas_carleti,Lycodryas_carleti,26487.58478,5939,R05720,snake,1,22.3270615,1.567992349,1987.843312,455.3648549,7.0687E+11,3.32204E+11
Lycodryas_citrinus,Lycodryas_citrinus,7606.484595,5940,R05721,snake,1,26.0042313,0.606701129,1097.92889,110.2162278,7.62271E+11,79598705290
Lycodryas_cococola,Lycodryas_cococola,5.993848,5941,R05722,snake,1,26.18194421,0.253809793,2222,25.66450207,65378783232,0
Lycodryas_gaimardi,Lycodryas_gaimardi,57521.15007,5942,R05723,snake,1,22.21624663,2.065280304,2075.747648,550.9060523,8.0725E+11,3.70768E+11
Lycodryas_granuliceps,Lycodryas_granuliceps,18358.33122,5943,R05724,snake,1,25.67679741,0.995732999,1659.673532,255.8281676,7.37683E+11,2.14716E+11
Lycodryas_guentheri,Lycodryas_guentheri,20460.43642,5944,R05725,snake,1,21.43414543,2.034087118,915.3406361,200.389396,4.22335E+11,1.20233E+11
Lycodryas_inopinae,Lycodryas_inopinae,2897.706969,5945,R05726,snake,1,24.55161357,1.469255707,1352.859659,123.9701877,6.76421E+11,3.02598E+11
Lycodryas_inornatus,Lycodryas_inornatus,9.996281,5946,R05727,snake,1,24.1764882,0.010035572,444.4285714,1.545236261,2.9794E+11,0
Lycodryas_maculatus,Lycodryas_maculatus,1682.244935,5947,R05728,snake,1,23.07562225,2.505788759,2154.119789,246.9249529,65349775360,29007872
Lycodryas_pseudogranuliceps,Lycodryas_pseudogranuliceps,297996.4915,5948,R05729,snake,1,23.74693054,2.496715345,1161.204127,334.670752,4.8473E+11,1.68144E+11
Lycognathophis_seychellensis,Lycognathophis_seychellensis,28.824321,5949,R06427,snake,1,25.63046873,0.906128574,2338.71875,67.79253018,-2.09E+38,1.61E+38
Lycophidion_acutirostre,Lycophidion_acutirostre,179672.5493,5950,R05730,snake,1,24.91530083,0.733942797,1052.286088,150.3928776,6.27813E+11,1.88393E+11
Lycophidion_albomaculatum,Lycophidion_albomaculatum,567158.9775,5951,R05731,snake,1,26.76591068,1.317191983,1271.058855,605.7225167,4.22968E+11,1.47436E+11
Lycophidion_capense,Lycophidion_capense,6091670.611,5952,R05732,snake,1,22.13366805,3.623475398,889.1313076,379.5046004,-2.06E+35,8.38E+36
